League;Date;Get;Pay;Value;Confidence
Allflame;2026-09-21;Shaper's Exalted Orb;Chaos Orb;133.57343714989918;Medium
Allflame;2026-09-16;Tainted Blacksmith's Whetstone;Chaos Orb;4.7991666666666655;Medium
Allflame;2026-09-17;Tainted Blacksmith's Whetstone;Chaos Orb;2.7068080929487177;Medium
Allflame;2026-09-18;Tainted Blacksmith's Whetstone;Chaos Orb;1.7649006410256407;Medium
Allflame;2026-09-19;Tainted Blacksmith's Whetstone;Chaos Orb;3.37432532051282;Medium
Allflame;2026-09-20;Tainted Blacksmith's Whetstone;Chaos Orb;3.458807692307692;Medium
Allflame;2026-09-21;Tainted Blacksmith's Whetstone;Chaos Orb;2.2313285256410254;Medium
Allflame;2026-09-16;Tainted Exalted Orb;Chaos Orb;359.2602856882904;Medium
Allflame;2026-09-17;Tainted Exalted Orb;Chaos Orb;424.97818214903106;Medium
Allflame;2026-09-18;Tainted Exalted Orb;Chaos Orb;419.42507506141396;Medium
Allflame;2026-09-19;Tainted Exalted Orb;Chaos Orb;370.88135747429715;Medium
Allflame;2026-09-20;Tainted Exalted Orb;Chaos Orb;323.1834773905923;Medium
Allflame;2026-09-21;Tainted Exalted Orb;Chaos Orb;364.66629060140116;Medium
Allflame;2026-09-16;Tainted Orb of Fusing;Chaos Orb;25.476388072238553;Medium
Allflame;2026-09-17;Tainted Orb of Fusing;Chaos Orb;25.03648047039059;Medium
Allflame;2026-09-18;Tainted Orb of Fusing;Chaos Orb;26.372938891222173;Medium
Allflame;2026-09-19;Tainted Orb of Fusing;Chaos Orb;23.327056908861824;Medium
Allflame;2026-09-20;Tainted Orb of Fusing;Chaos Orb;22.820206845863083;Medium
Allflame;2026-09-21;Tainted Orb of Fusing;Chaos Orb;23.350964930701387;Medium
Allflame;2026-09-16;Tempering Catalyst;Chaos Orb;4.850249271608934;Medium
Allflame;2026-09-17;Tempering Catalyst;Chaos Orb;4.673726124959533;Medium
Allflame;2026-09-18;Tempering Catalyst;Chaos Orb;5.970987374554871;Medium
Allflame;2026-09-19;Tempering Catalyst;Chaos Orb;6.597552606021365;Medium
Allflame;2026-09-20;Tempering Catalyst;Chaos Orb;7.233311751375849;Medium
Allflame;2026-09-21;Tempering Catalyst;Chaos Orb;5.854684363871803;Medium
Allflame;2026-09-16;Crusader's Exalted Orb;Chaos Orb;235.25799940280683;Medium
Allflame;2026-09-17;Crusader's Exalted Orb;Chaos Orb;214.53687667960585;Medium
Allflame;2026-09-18;Crusader's Exalted Orb;Chaos Orb;213.32935204538668;Medium
Allflame;2026-09-19;Crusader's Exalted Orb;Chaos Orb;251.97014034040012;Medium
Allflame;2026-09-20;Crusader's Exalted Orb;Chaos Orb;165.07666766198867;Medium
Allflame;2026-09-21;Crusader's Exalted Orb;Chaos Orb;161.95320394147507;Medium
Allflame;2026-09-16;Hinekora's Lock;Chaos Orb;91217.25943994537;Medium
Allflame;2026-09-17;Hinekora's Lock;Chaos Orb;90669.91999219437;Medium
Allflame;2026-09-18;Hinekora's Lock;Chaos Orb;90705.8111035223;Medium
Allflame;2026-09-19;Hinekora's Lock;Chaos Orb;90050.7983217875;Medium
Allflame;2026-09-20;Hinekora's Lock;Chaos Orb;93110.5155624939;Medium
Allflame;2026-09-21;Hinekora's Lock;Chaos Orb;91567.19777539272;Medium
Allflame;2026-09-16;Veiled Exalted Orb;Chaos Orb;4905.344011282361;Medium
Allflame;2026-09-17;Veiled Exalted Orb;Chaos Orb;4921.0677949027895;Medium
Allflame;2026-09-18;Veiled Exalted Orb;Chaos Orb;4963.950841140324;Medium
Allflame;2026-09-19;Veiled Exalted Orb;Chaos Orb;4874.37292233303;Medium
Allflame;2026-09-20;Veiled Exalted Orb;Chaos Orb;4841.495920217588;Medium
Allflame;2026-09-21;Veiled Exalted Orb;Chaos Orb;4912.967663946811;Medium
Allflame;2026-09-16;Exceptional Eldritch Ember;Chaos Orb;244.58666100254882;Medium
Allflame;2026-09-17;Exceptional Eldritch Ember;Chaos Orb;230.9985131690739;Medium
Allflame;2026-09-18;Exceptional Eldritch Ember;Chaos Orb;222.99415887850466;Medium
Allflame;2026-09-19;Exceptional Eldritch Ember;Chaos Orb;253.88381478334747;Medium
Allflame;2026-09-20;Exceptional Eldritch Ember;Chaos Orb;284.36087510620223;Medium
Allflame;2026-09-21;Exceptional Eldritch Ember;Chaos Orb;290.98991079014445;Medium
Allflame;2026-09-16;Flesh of Xesht;Chaos Orb;61.835761070612556;Medium
Allflame;2026-09-17;Flesh of Xesht;Chaos Orb;74.33614623000761;Medium
Allflame;2026-09-18;Flesh of Xesht;Chaos Orb;86.35160265477099;Medium
Allflame;2026-09-19;Flesh of Xesht;Chaos Orb;90.22613426177783;Medium
Allflame;2026-09-20;Flesh of Xesht;Chaos Orb;94.1349537591122;Medium
Allflame;2026-09-21;Flesh of Xesht;Chaos Orb;96.09916004787293;Medium
Allflame;2026-09-16;Foulborn Exalted Orb;Chaos Orb;2103.0759567290916;Medium
Allflame;2026-09-17;Foulborn Exalted Orb;Chaos Orb;2063.251948354077;Medium
Allflame;2026-09-18;Foulborn Exalted Orb;Chaos Orb;2043.4550424566708;Medium
Allflame;2026-09-19;Foulborn Exalted Orb;Chaos Orb;1988.898452948703;Medium
Allflame;2026-09-20;Foulborn Exalted Orb;Chaos Orb;2010.9973246481327;Medium
Allflame;2026-09-21;Foulborn Exalted Orb;Chaos Orb;1953.9085727579386;Medium
Allflame;2026-09-16;Foulborn Orb of Augmentation;Chaos Orb;2.4218368773085754;Medium
Allflame;2026-09-17;Foulborn Orb of Augmentation;Chaos Orb;2.1200898472596585;Medium
Allflame;2026-09-18;Foulborn Orb of Augmentation;Chaos Orb;2.3751801936707597;Medium
Allflame;2026-09-19;Foulborn Orb of Augmentation;Chaos Orb;3.5235938903863433;Medium
Allflame;2026-09-20;Foulborn Orb of Augmentation;Chaos Orb;2.553692722371968;Medium
Allflame;2026-09-21;Foulborn Orb of Augmentation;Chaos Orb;2.6145492662473795;Medium
Allflame;2026-09-16;Foulborn Regal Orb;Chaos Orb;15.846813020439061;Medium
Allflame;2026-09-17;Foulborn Regal Orb;Chaos Orb;19.64875094625284;Medium
Allflame;2026-09-18;Foulborn Regal Orb;Chaos Orb;20.919242997728993;Medium
Allflame;2026-09-19;Foulborn Regal Orb;Chaos Orb;18.532778198334594;Medium
Allflame;2026-09-20;Foulborn Regal Orb;Chaos Orb;15.06467827403482;Medium
Allflame;2026-09-21;Foulborn Regal Orb;Chaos Orb;16.12151400454201;Medium
Allflame;2026-09-16;Hunter's Exalted Orb;Chaos Orb;683.9146183699871;Medium
Allflame;2026-09-17;Hunter's Exalted Orb;Chaos Orb;631.1542396801129;Medium
Allflame;2026-09-18;Hunter's Exalted Orb;Chaos Orb;729.012701399506;Medium
Allflame;2026-09-19;Hunter's Exalted Orb;Chaos Orb;638.8895095848524;Medium
Allflame;2026-09-20;Hunter's Exalted Orb;Chaos Orb;591.310302246266;Medium
Allflame;2026-09-21;Hunter's Exalted Orb;Chaos Orb;547.8176525932024;Medium
Allflame;2026-09-16;Maven's Chisel of Divination;Chaos Orb;24.125493577652023;Medium
Allflame;2026-09-17;Maven's Chisel of Divination;Chaos Orb;26.433175244767803;Medium
Allflame;2026-09-18;Maven's Chisel of Divination;Chaos Orb;25.354874696847208;Medium
Allflame;2026-09-19;Maven's Chisel of Divination;Chaos Orb;25.206756489715257;Medium
Allflame;2026-09-20;Maven's Chisel of Divination;Chaos Orb;31.081124584568393;Medium
Allflame;2026-09-21;Maven's Chisel of Divination;Chaos Orb;29.487372675828613;Medium
Allflame;2026-09-16;Maven's Chisel of Procurement;Chaos Orb;3.5638080555020233;Medium
Allflame;2026-09-17;Maven's Chisel of Procurement;Chaos Orb;3.0935642705723643;Medium
Allflame;2026-09-18;Maven's Chisel of Procurement;Chaos Orb;3.579975910580073;Medium
Allflame;2026-09-19;Maven's Chisel of Procurement;Chaos Orb;6.281727693197147;Medium
Allflame;2026-09-20;Maven's Chisel of Procurement;Chaos Orb;4.609214684910388;Medium
Allflame;2026-09-21;Maven's Chisel of Procurement;Chaos Orb;3.6587512044709967;Medium
Allflame;2026-09-16;Maven's Chisel of Proliferation;Chaos Orb;30.37744801910649;Medium
Allflame;2026-09-17;Maven's Chisel of Proliferation;Chaos Orb;39.65508499578533;Medium
Allflame;2026-09-18;Maven's Chisel of Proliferation;Chaos Orb;50.36939308794606;Medium
Allflame;2026-09-19;Maven's Chisel of Proliferation;Chaos Orb;50.289413458836755;Medium
Allflame;2026-09-20;Maven's Chisel of Proliferation;Chaos Orb;35.75385642034279;Medium
Allflame;2026-09-21;Maven's Chisel of Proliferation;Chaos Orb;35.638330289407136;Medium
Allflame;2026-09-16;Orb of Dominance;Chaos Orb;1763.9528898582332;Medium
Allflame;2026-09-17;Orb of Dominance;Chaos Orb;1780.6207197382769;Medium
Allflame;2026-09-18;Orb of Dominance;Chaos Orb;1676.3581243184296;Medium
Allflame;2026-09-19;Orb of Dominance;Chaos Orb;1627.5958560523445;Medium
Allflame;2026-09-20;Orb of Dominance;Chaos Orb;1595.3241003271535;Medium
Allflame;2026-09-21;Orb of Dominance;Chaos Orb;1585.3943293347872;Medium
Allflame;2026-09-16;Mirror of Kalandra;Chaos Orb;401238.2470751537;Medium
Allflame;2026-09-17;Mirror of Kalandra;Chaos Orb;403785.16954193934;Medium
Allflame;2026-09-18;Mirror of Kalandra;Chaos Orb;402648.8502875273;Medium
Allflame;2026-09-19;Mirror of Kalandra;Chaos Orb;404764.75510608766;Medium
Allflame;2026-09-20;Mirror of Kalandra;Chaos Orb;406292.90858615906;Medium
Allflame;2026-09-21;Mirror of Kalandra;Chaos Orb;407899.4289113623;Medium
Allflame;2026-09-16;Mirror Shard;Chaos Orb;20269.60660904931;Medium
Allflame;2026-09-17;Mirror Shard;Chaos Orb;20386.463853584137;Medium
Allflame;2026-09-18;Mirror Shard;Chaos Orb;20675.531774275543;Medium
Allflame;2026-09-19;Mirror Shard;Chaos Orb;21052.755160142344;Medium
Allflame;2026-09-20;Mirror Shard;Chaos Orb;20655.030503304522;Medium
Allflame;2026-09-21;Mirror Shard;Chaos Orb;20283.957498729025;Medium
Allflame;2026-09-16;Noxious Catalyst;Chaos Orb;2.4080884120171673;Medium
Allflame;2026-09-17;Noxious Catalyst;Chaos Orb;2.4784789699570813;Medium
Allflame;2026-09-18;Noxious Catalyst;Chaos Orb;2.034378540772532;Medium
Allflame;2026-09-19;Noxious Catalyst;Chaos Orb;2.0352927038626607;Medium
Allflame;2026-09-20;Noxious Catalyst;Chaos Orb;2.2588969957081546;Medium
Allflame;2026-09-21;Noxious Catalyst;Chaos Orb;2.1941742489270384;Medium
Allflame;2026-09-16;Portal Scroll;Chaos Orb;0.031227534774234966;Medium
Allflame;2026-09-17;Portal Scroll;Chaos Orb;0.03351079606248662;Medium
Allflame;2026-09-18;Portal Scroll;Chaos Orb;0.03274642841857479;Medium
Allflame;2026-09-19;Portal Scroll;Chaos Orb;0.03157527284399743;Medium
Allflame;2026-09-20;Portal Scroll;Chaos Orb;0.030102306869248873;Medium
Allflame;2026-09-21;Portal Scroll;Chaos Orb;0.02950196661673443;Medium
Allflame;2026-09-16;Rogue's Marker;Chaos Orb;0.0004278677946659019;Medium
Allflame;2026-09-17;Rogue's Marker;Chaos Orb;0.0004529595640952108;Medium
Allflame;2026-09-18;Rogue's Marker;Chaos Orb;0.0006682829079437912;Medium
Allflame;2026-09-19;Rogue's Marker;Chaos Orb;0.0006226355032979639;Medium
Allflame;2026-09-20;Rogue's Marker;Chaos Orb;0.0005973802695726986;Medium
Allflame;2026-09-21;Rogue's Marker;Chaos Orb;0.0008639088041296243;Medium
Allflame;2026-09-16;Sacred Orb;Chaos Orb;88.40546207232437;Medium
Allflame;2026-09-17;Sacred Orb;Chaos Orb;90.09885669061245;Medium
Allflame;2026-09-18;Sacred Orb;Chaos Orb;83.55106416656521;Medium
Allflame;2026-09-19;Sacred Orb;Chaos Orb;81.85766954827713;Medium
Allflame;2026-09-20;Sacred Orb;Chaos Orb;86.66075246560332;Medium
Allflame;2026-09-21;Sacred Orb;Chaos Orb;79.48691708267381;Medium
Allflame;2026-09-16;Tailoring Orb;Chaos Orb;794.7874154475383;Medium
Allflame;2026-09-17;Tailoring Orb;Chaos Orb;706.1322321849931;Medium
Allflame;2026-09-18;Tailoring Orb;Chaos Orb;630.6702847254995;Medium
Allflame;2026-09-19;Tailoring Orb;Chaos Orb;592.8552776466888;Medium
Allflame;2026-09-20;Tailoring Orb;Chaos Orb;609.7459808085576;Medium
Allflame;2026-09-21;Tailoring Orb;Chaos Orb;588.9897435897437;Medium
Allflame;2026-09-16;Tainted Armourer's Scrap;Chaos Orb;5.31884165308843;Medium
Allflame;2026-09-17;Tainted Armourer's Scrap;Chaos Orb;4.315916160568804;Medium
Allflame;2026-09-18;Tainted Armourer's Scrap;Chaos Orb;4.4073766849355644;Medium
Allflame;2026-09-19;Tainted Armourer's Scrap;Chaos Orb;5.272130054806695;Medium
Allflame;2026-09-20;Tainted Armourer's Scrap;Chaos Orb;3.9767664049770404;Medium
Allflame;2026-09-21;Tainted Armourer's Scrap;Chaos Orb;2.90553992001185;Medium
Allflame;2026-09-16;Tainted Chaos Orb;Chaos Orb;18.21988305548644;Medium
Allflame;2026-09-17;Tainted Chaos Orb;Chaos Orb;15.47831301318736;Medium
Allflame;2026-09-18;Tainted Chaos Orb;Chaos Orb;15.703010699178902;Medium
Allflame;2026-09-19;Tainted Chaos Orb;Chaos Orb;15.938039313262008;Medium
Allflame;2026-09-20;Tainted Chaos Orb;Chaos Orb;18.011973127643696;Medium
Allflame;2026-09-21;Tainted Chaos Orb;Chaos Orb;9.1235008708634;Medium
Allflame;2026-09-16;Tainted Chromatic Orb;Chaos Orb;7.630684078526334;Medium
Allflame;2026-09-17;Tainted Chromatic Orb;Chaos Orb;6.511085358470986;Medium
Allflame;2026-09-18;Tainted Chromatic Orb;Chaos Orb;7.987574158955289;Medium
Allflame;2026-09-19;Tainted Chromatic Orb;Chaos Orb;9.017950358903398;Medium
Allflame;2026-09-20;Tainted Chromatic Orb;Chaos Orb;7.931450315662026;Medium
Allflame;2026-09-21;Tainted Chromatic Orb;Chaos Orb;8.11061489232898;Medium
Allflame;2026-09-16;Volatile Vaal Orb;Chaos Orb;1936.3369835739172;Medium
Allflame;2026-09-17;Volatile Vaal Orb;Chaos Orb;1740.3280238924838;Medium
Allflame;2026-09-18;Volatile Vaal Orb;Chaos Orb;1682.4435042309606;Medium
Allflame;2026-09-19;Volatile Vaal Orb;Chaos Orb;1657.6928820308613;Medium
Allflame;2026-09-20;Volatile Vaal Orb;Chaos Orb;1700.008461921354;Medium
Allflame;2026-09-21;Volatile Vaal Orb;Chaos Orb;1716.9746142359381;Medium
Allflame;2026-09-16;Tainted Divine Teardrop;Chaos Orb;2698.5219652388123;Medium
Allflame;2026-09-17;Tainted Divine Teardrop;Chaos Orb;2907.719310250445;Medium
Allflame;2026-09-18;Tainted Divine Teardrop;Chaos Orb;2025.624469686602;Medium
Allflame;2026-09-19;Tainted Divine Teardrop;Chaos Orb;1901.591487614616;Medium
Allflame;2026-09-20;Tainted Divine Teardrop;Chaos Orb;2235.0693855207337;Medium
Allflame;2026-09-21;Tainted Divine Teardrop;Chaos Orb;1804.7912960175174;Medium
Allflame;2026-09-16;Tainted Jeweller's Orb;Chaos Orb;2.191919491525424;Medium
Allflame;2026-09-17;Tainted Jeweller's Orb;Chaos Orb;1.254470338983051;Medium
Allflame;2026-09-18;Tainted Jeweller's Orb;Chaos Orb;1.976491525423729;Medium
Allflame;2026-09-19;Tainted Jeweller's Orb;Chaos Orb;3.447076271186441;Medium
Allflame;2026-09-20;Tainted Jeweller's Orb;Chaos Orb;2.5764406779661018;Medium
Allflame;2026-09-21;Tainted Jeweller's Orb;Chaos Orb;1.9955974576271187;Medium
Allflame;2026-09-16;Tainted Mythic Orb;Chaos Orb;19.732437821387347;Medium
Allflame;2026-09-17;Tainted Mythic Orb;Chaos Orb;17.918850876272433;Medium
Allflame;2026-09-18;Tainted Mythic Orb;Chaos Orb;16.172185958652534;Medium
Allflame;2026-09-19;Tainted Mythic Orb;Chaos Orb;20.00968622100955;Medium
Allflame;2026-09-20;Tainted Mythic Orb;Chaos Orb;21.940864728722847;Medium
Allflame;2026-09-21;Tainted Mythic Orb;Chaos Orb;16.000100745093924;Medium
Allflame;2026-09-16;Tempering Orb;Chaos Orb;661.4185074626864;Medium
Allflame;2026-09-17;Tempering Orb;Chaos Orb;643.1976119402984;Medium
Allflame;2026-09-18;Tempering Orb;Chaos Orb;617.8835820895522;Medium
Allflame;2026-09-19;Tempering Orb;Chaos Orb;590.8776119402985;Medium
Allflame;2026-09-20;Tempering Orb;Chaos Orb;592.2441791044776;Medium
Allflame;2026-09-21;Tempering Orb;Chaos Orb;519.3605970149254;Medium
Allflame;2026-09-16;Orb of Transmutation;Chaos Orb;0.007328030353974036;Medium
Allflame;2026-09-17;Orb of Transmutation;Chaos Orb;0.007335693471560661;Medium
Allflame;2026-09-18;Orb of Transmutation;Chaos Orb;0.007798963762024843;Medium
Allflame;2026-09-19;Orb of Transmutation;Chaos Orb;0.008232278229195854;Medium
Allflame;2026-09-20;Orb of Transmutation;Chaos Orb;0.007279961707294293;Medium
Allflame;2026-09-21;Orb of Transmutation;Chaos Orb;0.006565201830578127;Medium
Allflame;2026-09-16;Vaal Orb;Chaos Orb;0.810563564293642;Medium
Allflame;2026-09-17;Vaal Orb;Chaos Orb;0.7892230220390042;Medium
Allflame;2026-09-18;Vaal Orb;Chaos Orb;1.1097081972411607;Medium
Allflame;2026-09-19;Vaal Orb;Chaos Orb;0.805209576660853;Medium
Allflame;2026-09-20;Vaal Orb;Chaos Orb;0.6976773743459648;Medium
Allflame;2026-09-21;Vaal Orb;Chaos Orb;0.7843214840653242;Medium
Allflame;2026-09-16;Veiled Chaos Orb;Chaos Orb;98.61324421868734;Medium
Allflame;2026-09-17;Veiled Chaos Orb;Chaos Orb;99.33207726239807;Medium
Allflame;2026-09-18;Veiled Chaos Orb;Chaos Orb;99.26108140622912;Medium
Allflame;2026-09-19;Veiled Chaos Orb;Chaos Orb;98.09852426146237;Medium
Allflame;2026-09-20;Veiled Chaos Orb;Chaos Orb;87.94611682930089;Medium
Allflame;2026-09-21;Veiled Chaos Orb;Chaos Orb;78.23743349819543;Medium
Allflame;2026-09-16;Warlord's Exalted Orb;Chaos Orb;471.27962400303846;Medium
Allflame;2026-09-17;Warlord's Exalted Orb;Chaos Orb;438.8865172806685;Medium
Allflame;2026-09-18;Warlord's Exalted Orb;Chaos Orb;470.3365932396507;Medium
Allflame;2026-09-19;Warlord's Exalted Orb;Chaos Orb;520.7415875427271;Medium
Allflame;2026-09-20;Warlord's Exalted Orb;Chaos Orb;482.6902962400305;Medium
Allflame;2026-09-21;Warlord's Exalted Orb;Chaos Orb;463.21671097607305;Medium
Allflame;2026-09-16;Blacksmith's Whetstone;Chaos Orb;0.07346445141921397;Medium
Allflame;2026-09-17;Blacksmith's Whetstone;Chaos Orb;0.09548715338427946;Medium
Allflame;2026-09-18;Blacksmith's Whetstone;Chaos Orb;0.040097729257641906;Medium
Allflame;2026-09-19;Blacksmith's Whetstone;Chaos Orb;0.03761379912663756;Medium
Allflame;2026-09-20;Blacksmith's Whetstone;Chaos Orb;0.03210257914847161;Medium
Allflame;2026-09-21;Blacksmith's Whetstone;Chaos Orb;0.06604592794759825;Medium
Allflame;2026-09-16;Scroll of Wisdom;Chaos Orb;0.011280582616246941;Medium
Allflame;2026-09-17;Scroll of Wisdom;Chaos Orb;0.00756442093629115;Medium
Allflame;2026-09-18;Scroll of Wisdom;Chaos Orb;0.009084460408936606;Medium
Allflame;2026-09-19;Scroll of Wisdom;Chaos Orb;0.01663970790242362;Medium
Allflame;2026-09-20;Scroll of Wisdom;Chaos Orb;0.012112613878582142;Medium
Allflame;2026-09-21;Scroll of Wisdom;Chaos Orb;0.014997661640483145;Medium
Allflame;2026-09-16;Awakening Fragment;Chaos Orb;8.779758633050543;Medium
Allflame;2026-09-17;Awakening Fragment;Chaos Orb;8.713514159397777;Medium
Allflame;2026-09-18;Awakening Fragment;Chaos Orb;8.084191659696497;Medium
Allflame;2026-09-19;Awakening Fragment;Chaos Orb;9.696929143266818;Medium
Allflame;2026-09-20;Awakening Fragment;Chaos Orb;8.276616083164058;Medium
Allflame;2026-09-21;Awakening Fragment;Chaos Orb;7.897287609033337;Medium
Allflame;2026-09-16;Baran's Crest;Chaos Orb;15.080686818100517;Medium
Allflame;2026-09-17;Baran's Crest;Chaos Orb;14.067721337864423;Medium
Allflame;2026-09-18;Baran's Crest;Chaos Orb;12.794518869611876;Medium
Allflame;2026-09-19;Baran's Crest;Chaos Orb;13.25622965480236;Medium
Allflame;2026-09-20;Baran's Crest;Chaos Orb;11.458822214272937;Medium
Allflame;2026-09-21;Baran's Crest;Chaos Orb;11.470947952065819;Medium
Allflame;2026-09-16;Al-Hezmin's Crest;Chaos Orb;8.772284410504747;Medium
Allflame;2026-09-17;Al-Hezmin's Crest;Chaos Orb;7.865108027565653;Medium
Allflame;2026-09-18;Al-Hezmin's Crest;Chaos Orb;8.50537437139132;Medium
Allflame;2026-09-19;Al-Hezmin's Crest;Chaos Orb;9.092417582417582;Medium
Allflame;2026-09-20;Al-Hezmin's Crest;Chaos Orb;8.893029428198918;Medium
Allflame;2026-09-21;Al-Hezmin's Crest;Chaos Orb;5.427170795306388;Medium
Allflame;2026-09-16;Blazing Fragment;Chaos Orb;49.90357818707115;Medium
Allflame;2026-09-17;Blazing Fragment;Chaos Orb;47.22710725893825;Medium
Allflame;2026-09-18;Blazing Fragment;Chaos Orb;54.88106319971109;Medium
Allflame;2026-09-19;Blazing Fragment;Chaos Orb;58.93599711087035;Medium
Allflame;2026-09-20;Blazing Fragment;Chaos Orb;66.25204189237992;Medium
Allflame;2026-09-21;Blazing Fragment;Chaos Orb;75.34346117732034;Medium
Allflame;2026-09-16;Fragment of the Chimera;Chaos Orb;13.654082171127026;Medium
Allflame;2026-09-17;Fragment of the Chimera;Chaos Orb;8.143083301922353;Medium
Allflame;2026-09-18;Fragment of the Chimera;Chaos Orb;6.793592159819073;Medium
Allflame;2026-09-19;Fragment of the Chimera;Chaos Orb;9.622909913305692;Medium
Allflame;2026-09-20;Fragment of the Chimera;Chaos Orb;5.868556351300415;Medium
Allflame;2026-09-21;Fragment of the Chimera;Chaos Orb;5.071549189596683;Medium
Allflame;2026-09-16;Cosmic Fragment;Chaos Orb;208.63743641912515;Medium
Allflame;2026-09-17;Cosmic Fragment;Chaos Orb;202.76032553407936;Medium
Allflame;2026-09-18;Cosmic Fragment;Chaos Orb;205.6166836215666;Medium
Allflame;2026-09-19;Cosmic Fragment;Chaos Orb;229.22787385554423;Medium
Allflame;2026-09-20;Cosmic Fragment;Chaos Orb;219.56968463886062;Medium
Allflame;2026-09-21;Cosmic Fragment;Chaos Orb;182.27263479145472;Medium
Allflame;2026-09-16;Crescent Splinter;Chaos Orb;8.47374468085107;Medium
Allflame;2026-09-17;Crescent Splinter;Chaos Orb;6.793085106382983;Medium
Allflame;2026-09-18;Crescent Splinter;Chaos Orb;7.502127659574474;Medium
Allflame;2026-09-19;Crescent Splinter;Chaos Orb;7.188319148936176;Medium
Allflame;2026-09-20;Crescent Splinter;Chaos Orb;5.882765957446813;Medium
Allflame;2026-09-21;Crescent Splinter;Chaos Orb;5.614702127659577;Medium
Allflame;2026-09-16;Decaying Fragment;Chaos Orb;140.42353115727005;Medium
Allflame;2026-09-17;Decaying Fragment;Chaos Orb;148.81341246290802;Medium
Allflame;2026-09-18;Decaying Fragment;Chaos Orb;148.52813056379824;Medium
Allflame;2026-09-19;Decaying Fragment;Chaos Orb;155.99732937685462;Medium
Allflame;2026-09-20;Decaying Fragment;Chaos Orb;135.11988130563802;Medium
Allflame;2026-09-21;Decaying Fragment;Chaos Orb;128.97335311572704;Medium
Allflame;2026-09-16;Drox's Crest;Chaos Orb;13.490835940992401;Medium
Allflame;2026-09-17;Drox's Crest;Chaos Orb;12.662393831023692;Medium
Allflame;2026-09-18;Drox's Crest;Chaos Orb;10.876713604529877;Medium
Allflame;2026-09-19;Drox's Crest;Chaos Orb;12.227980181791091;Medium
Allflame;2026-09-20;Drox's Crest;Chaos Orb;11.991126508717032;Medium
Allflame;2026-09-21;Drox's Crest;Chaos Orb;9.757934734018775;Medium
Allflame;2026-09-16;Sacrifice at Dusk;Chaos Orb;0.31476155899626257;Medium
Allflame;2026-09-17;Sacrifice at Dusk;Chaos Orb;0.3772816871329417;Medium
Allflame;2026-09-18;Sacrifice at Dusk;Chaos Orb;0.3454539241857981;Medium
Allflame;2026-09-19;Sacrifice at Dusk;Chaos Orb;0.15968820074746393;Medium
Allflame;2026-09-20;Sacrifice at Dusk;Chaos Orb;0.12401473571809928;Medium
Allflame;2026-09-21;Sacrifice at Dusk;Chaos Orb;0.13119337960491187;Medium
Allflame;2026-09-16;Echo of Loneliness;Chaos Orb;148.37471317117942;Medium
Allflame;2026-09-17;Echo of Loneliness;Chaos Orb;158.0449747590638;Medium
Allflame;2026-09-18;Echo of Loneliness;Chaos Orb;146.09935750344195;Medium
Allflame;2026-09-19;Echo of Loneliness;Chaos Orb;141.0105553005966;Medium
Allflame;2026-09-20;Echo of Loneliness;Chaos Orb;134.9224414869206;Medium
Allflame;2026-09-21;Echo of Loneliness;Chaos Orb;166.28545204222118;Medium
Allflame;2026-09-16;Fragment of Constriction;Chaos Orb;15.02702384456874;Medium
Allflame;2026-09-17;Fragment of Constriction;Chaos Orb;12.163344127171033;Medium
Allflame;2026-09-18;Fragment of Constriction;Chaos Orb;11.114995584339123;Medium
Allflame;2026-09-19;Fragment of Constriction;Chaos Orb;16.075372387400648;Medium
Allflame;2026-09-20;Fragment of Constriction;Chaos Orb;18.01783926994407;Medium
Allflame;2026-09-21;Fragment of Constriction;Chaos Orb;18.818168972622903;Medium
Allflame;2026-09-16;Fragment of Emptiness;Chaos Orb;41.57695420326223;Medium
Allflame;2026-09-17;Fragment of Emptiness;Chaos Orb;42.00746549560853;Medium
Allflame;2026-09-18;Fragment of Emptiness;Chaos Orb;40.02885299038059;Medium
Allflame;2026-09-19;Fragment of Emptiness;Chaos Orb;38.567723755750734;Medium
Allflame;2026-09-20;Fragment of Emptiness;Chaos Orb;41.75089815976579;Medium
Allflame;2026-09-21;Fragment of Emptiness;Chaos Orb;37.91978251777499;Medium
Allflame;2026-09-16;Fragment of Enslavement;Chaos Orb;13.22579269085707;Medium
Allflame;2026-09-17;Fragment of Enslavement;Chaos Orb;12.877700611262842;Medium
Allflame;2026-09-18;Fragment of Enslavement;Chaos Orb;12.881113278709845;Medium
Allflame;2026-09-19;Fragment of Enslavement;Chaos Orb;11.920447392378723;Medium
Allflame;2026-09-20;Fragment of Enslavement;Chaos Orb;15.652199245675641;Medium
Allflame;2026-09-21;Fragment of Enslavement;Chaos Orb;13.59947977630381;Medium
Allflame;2026-09-16;Fragment of Eradication;Chaos Orb;19.835284237726103;Medium
Allflame;2026-09-17;Fragment of Eradication;Chaos Orb;13.881091731266153;Medium
Allflame;2026-09-18;Fragment of Eradication;Chaos Orb;13.666912144702843;Medium
Allflame;2026-09-19;Fragment of Eradication;Chaos Orb;14.45824935400517;Medium
Allflame;2026-09-20;Fragment of Eradication;Chaos Orb;15.281149870801036;Medium
Allflame;2026-09-21;Fragment of Eradication;Chaos Orb;14.341014211886307;Medium
Allflame;2026-09-16;Fragment of Knowledge;Chaos Orb;134.18610601317067;Medium
Allflame;2026-09-17;Fragment of Knowledge;Chaos Orb;134.89760336823923;Medium
